Самые частотные слова:
'nda', 54
'omunu', 45
'kuenda', 39
'yoku', 34
'omoko', 33
'ondaka', 30
'oku', 29
'okuete', 26
'pamue', 18
'ya', 18
'wosi', 18
'ye', 16
'vosi', 15
'okuti', 15
'va', 14
'lomue', 14
'eye', 13
'kuata', 11
'womanu', 11
'oco', 11
'omuenyo', 10
'sesamela', 10
'wa', 10
'eyovo', 9
'ovihandeleko', 9
'omanu', 8
'evi', 8
'yahe', 8
'kuenje', 8
'eci', 8
'loku', 8
'ocihandeleko', 7
'vofeka', 7
'upange', 7
'lia', 7
'pokati', 7
'liocili', 7
'kala', 6
'hongele', 6
'tata', 6
'viosi', 6
'ekuatiso', 6
'lio', 6
'ukuavo', 6
'komanu', 6
'vio', 5
'ca', 5
'vioku', 5
'wahe', 5
'liaco', 5
'tiamela', 5
'osi', 5
'eko', 5
'epata', 5
'yimosi', 5
'ko', 5
'yu', 5
'elilongiso', 5
'te', 5
'feka', 5
'a', 5
'kuatisa', 5
'yaco', 5
'eyi', 4
'kapa', 4
'viomanu', 4
'unidas', 4
'wofeka', 4
'unu', 4
'yolofeka', 4
'nações', 4
'liahe', 4
'ohuminyo', 4
'sonehiwa', 4
'voluali', 4
'ndeci', 4
'ombonge', 4
'posamua', 4
'lika', 4
'kovaso', 4
'ulume', 4
'vo', 3
'olombonge', 3
'koku', 3
'ukayî', 3
'liomanu', 3
'caco', 3
'pinga', 3
'ku', 3
'nolã', 3
'akasi', 3
'kolofeka', 3
'kisika', 3
'olivova', 3
'u', 3
'mulo', 3
'ndaño', 3
'lesunga', 3
'uvî', 3
'citava', 3
'vali', 3
'tunda', 3
'oko', 3
'kuete', 3
'ka', 3
'okutata', 3
'omalã', 3
'lomunu', 3
'kofeka', 3
'ha', 3
'mekonda', 3
'vioposamua', 3
'esumbilo', 3
'vikuavo', 3
'pole', 3
'ayongola', 3
'tava', 3
'ofeka', 3
'wê', 2
'cikuavo', 2
'vakuete', 2
'fetiwa', 2
'ohongele', 2
'lie', 2
'ocisoko', 2
'viu', 2
'yinene', 2
'kolisa', 2
'yi', 2
'muele', 2
'ongusu', 2
'ño', 2
'pomangu', 2
'social', 2
'vovitima', 2
'cimosi', 2
'vangi', 2
'viahe', 2
'etavo', 2
'ukuetavo', 2
'ocisola', 2
'elongiso', 2
'lacimue', 2
'pongolokela', 2
'yikiwa', 2
'kilu', 2
'ombembua', 2
'apa', 2
'vi', 2
'ketavo', 2
'cimue', 2
'nena', 2
'lueya', 2
'kaka', 2
'olio', 2
'okangisiwa', 2
'lolombiali', 2
'kombonge', 2
'woku', 2
'liê', 2
'osesamela', 2
'yofeka', 2
'ciwa', 2
'olonepele', 2
'lusoma', 2
'lieve', 2
'lombonge', 2
'segurança', 2
'coluali', 2
'kovihandeleko', 2
'likuavo', 2
'umesele', 2
'acitiwa', 2
'cavelapo', 2
'comanu', 2
'kayongola', 2
'likongela', 2
'okuamisako', 2
'okulisumbila', 2
'yo', 2
'umosi', 2
'ovisimilo', 2
'via', 2
'kupika', 2
'otekava', 2
'olofeka', 2
'okueca', 2
'ovitangi', 1
'ci', 1
'loña', 1
'vikuvindikiyiwa', 1
'omau', 1
'waya', 1
'vikola', 1
'lopo', 1
'oluali', 1
'vakuayiwi', 1
'kuhayele', 1
'kulinga', 1
'vilingiwe', 1
'luhiti', 1
'olomapalo', 1
'kovilinga', 1
'viamoleha', 1
'osombisiwa', 1
'cahe', 1
'ukuafeka', 1
'suisepo', 1
'haliosiko', 1
'esilã', 1
'konjo', 1
'kuvosi', 1
'cali', 1
'okutatiwa', 1
'ohuasi', 1
'huminyo', 1
'wavosi', 1
'vatatiwa', 1
'tu', 1
'locela', 1
'elivala', 1
'vavi', 1
'atete', 1
'yokusovola', 1
'owu', 1
'songola', 1
'toke', 1
'okuayiwi', 1
'ukapa', 1
'ohukui', 1
'olinga', 1
'umuisa', 1
'feta', 1
'tanga', 1
'limue', 1
'cinene', 1
'kisikiwe', 1
'ukanda', 1
'leko', 1
'cosi', 1
'luiwe', 1
'citumiwa', 1
'hakutisa', 1
'okuama', 1
'ukuatisa', 1
'evelo', 1
'ocali', 1
'losikola', 1
'unena', 1
'pulika', 1
'lahevo', 1
'waco', 1
'ovopange', 1
'kunene', 1
'osoyî', 1
'wokuti', 1
'vieyovo', 1
'wolonganji', 1
'latavo', 1
'yokuiñila', 1
'kocitumalo', 1
'yomanu', 1
'fetuluinya', 1
'tiamelã', 1
'tuala', 1
'vokiyeko', 1
'usoma', 1
'tumbikiwa', 1
'usakalasa', 1
'ukulihiso', 1
'popela', 1
'viavo', 1
'vangula', 1
'epondolo', 1
'talama', 1
'kekui', 1
'vatukula', 1
'li', 1
'ocisimilo', 1
'onganji', 1
'kovisila', 1
'oyo', 1
'ohali', 1
'tukola', 1
'pokañunuñunu', 1
'otela', 1
'posi', 1
'atiamela', 1
'liomuenyo', 1
'dezembro', 1
'yombembua', 1
'kuka', 1
'usumba', 1
'okusandula', 1
'okuamisa', 1
'vasoka', 1
'cokuti', 1
'yavo', 1
'olonjongole', 1
'civa', 1

Самые частотные биграммы:
('omoko', 'yoku'), 25
('okuete', 'omoko'), 25
('ondaka', 'ya'), 16
('omunu', 'wosi'), 15
('ondaka', 'ye'), 14
('ya', 'omunu'), 11
('omunu', 'eye'), 10
('eye', 'omunu'), 10
('wosi', 'okuete'), 9
('ye', 'omunu'), 9
('omunu', 'okuete'), 7
('omuenyo', 'womanu'), 7
('yoku', 'kuata'), 6
('eyovo', 'liocili'), 5
('kuenda', 'oku'), 5
('omanu', 'vosi'), 5
('sesamela', 'oku'), 5
('tata', 'omuenyo'), 5
('vio', 'feka'), 4
('vioku', 'tata'), 4
('nações', 'unidas'), 4
('hongele', 'yolofeka'), 4
('eko', 'liaco'), 4
('pamue', 'oku'), 3
('womanu', 'kuenda'), 3
('vofeka', 'yahe'), 3
('oku', 'kuatisa'), 3
('ulume', 'nda'), 3
('ko', 'hongele'), 3
('omunu', 'lomunu'), 3
('nda', 'ukayî'), 3
('yolofeka', 'nações'), 3
('oco', 'eyovo'), 3
('yoku', 'pinga'), 3
